competitor_id,name,country,country_code,abbreviation
66968,"Kudermetova, Veronika",Neutral,No value,KUD
47810,"Khromacheva, Irina",Neutral,No value,KHR
18354,"Mattek-Sands, Bethanie",USA,USA,MAT
37508,"Siegemund, Laura",Germany,DEU,SIE
99131,"Bucsa, Cristina",Spain,ESP,BUC
91960,"Kenin, Sofia",USA,USA,KEN
69718,"Danilina, Anna",Kazakhstan,KAZ,DAN
50537,"Schuurs, Demi",Netherlands,NLD,SCH
373352,"Gauff, Coco",USA,USA,GAU
33593,"Mladenovic, Kristina",France,FRA,MLA
19607,"Zhang, Shuai",China,CHN,ZHA
96075,"Stefani, Luisa",Brazil,BRA,STE
60398,"Krejcikova, Barbora",Czechia,CZE,KRE
45835,"Hunter, Storm",Australia,AUS,HUN
24431,"Panova, Alexandra",Neutral,No value,PAN
289507,"Fernandez, Leylah Annie",Canada,CAN,FER
166124,"Olmos, Giuliana",Mexico,MEX,OLM
19655,"Niculescu, Monica",Romania,ROU,NIC
51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT
153652,"Guo, Hanyu",China,CHN,GUO
588071,"Shnaider, Diana",Neutral,No value,SHN
66432,"Kato, Miyu",Japan,JPN,KAT
47801,"Eikeri, Ulrikke",Norway,NOR,EIK
129714,"Nicholls, Olivia",Great Britain,GBR,NIC
150122,"Jiang, Xinyu",China,CHN,JIA
142996,"Mihalikova, Tereza",Slovakia,SVK,MIH
70784,"Hozumi, Eri",Japan,JPN,HOZ
49682,"Kichenok, Nadiia",Ukraine,UKR,KIC
43547,"Aoyama, Shuko",Japan,JPN,AOY
138452,"Shibahara, Ena",Japan,JPN,SHI
19974,"Xu, Yifan",China,CHN,YIF
60392,"Sorribes Tormo, Sara",Spain,ESP,SOR
182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN
44834,"Pegula, Jessica",USA,USA,PEG
871583,"Andreeva, Mirra",Neutral,No value,AND
105463,"Bouzkova, Marie",Czechia,CZE,BOU
60668,"Ninomiya, Makoto",Japan,JPN,NIN
272217,"Wang, Xinyu",China,CHN,WAN
59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD
43102,"Babos, Timea",Hungary,HUN,BAB
61606,"Sizikova, Yana",Neutral,No value,SIZ
103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS
128584,"Samsonova, Liudmila",Neutral,No value,SAM
41524,"Krunic, Aleksandra",Serbia,SRB,KA
278887,"Kostyuk, Marta",Ukraine,UKR,KOS
67759,"Alexandrova, Ekaterina",Neutral,No value,ALE
53789,"Dart, Harriet",Great Britain,GBR,DAR
19731,"Piter, Katarzyna",Poland,POL,PIT
157672,"Stollar, Fanny",Hungary,HUN,STO
23158,"Stephens, Sloane",USA,USA,STE
401055,"Noskova, Linda",Czechia,CZE,NOS
135854,"Neel, Ingrid",Estonia,EST,NEE
47697,"Zheng, Saisai",China,CHN,ZHE
37504,"Kalashnikova, Oksana",Georgia,GEO,KAL
41877,"Yuan, Yue",China,CHN,YUA
52695,"Moratelli, Angelica",Italy,ITA,MOR
42339,"Garcia, Caroline",France,FRA,GAR
549759,"Krueger, Ashlyn",USA,USA,KRU
42289,"Linette, Magda",Poland,POL,LIN
256547,"Parks, Alycia",USA,USA,PAR
215476,"Siskova, Anna",Czechia,CZE,SIS
194106,"Tang, Qianhui",China,CHN,TAN
69602,"Lumsden, Maia",Great Britain,GBR,LUM
252223,"Rakhimova, Kamilla",Neutral,No value,RAK
52025,"Wang, Yafan",China,CHN,WAN
44977,"Santamaria, Sabrina",USA,USA,SAN
71754,"Gamarra Martins, Ingrid",Brazil,BRA,GAM
41404,"Watson, Heather",Great Britain,GBR,WAT
150574,"Bondar, Anna",Hungary,HUN,BON
18298,"Zvonareva, Vera",Neutral,No value,ZVO
73542,"Gleason, Quinn",USA,USA,GLE
234150,"Potapova, Anastasia",Neutral,No value,POT
42492,"Kawa, Katarzyna",Poland,POL,KAW
48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV
54175,"Zimmermann, Kimberley",Belgium,BEL,ZIM
182054,"Skoch, Miriam",Czechia,CZE,SKO
168526,"Appleton, Emily",Great Britain,GBR,APP
262759,"Wang, Xiyu",China,CHN,WAN
173748,"Detiuc, Anastasia",Czechia,CZE,DET
179146,"Kalinskaya, Anna",Neutral,No value,KAL
49907,"Murray Sharan, Samantha",Great Britain,GBR,MUS
51651,"Rosatello, Camilla",Italy,ITA,ROS
92879,"Shymanovich, Iryna",Neutral,No value,SHY
228418,"Navarro, Emma",USA,USA,NAV
19546,"Pavlyuchenkova, Anastasia",Neutral,No value,PAV
88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE
90664,"Kalinina, Anhelina",Ukraine,UKR,KAL
192130,"Blinkova, Anna",Neutral,No value,BLI
286435,"Gadecki, Olivia",Australia,AUS,GAD
45827,"Lechemia, Elixane",France,FRA,LEC
227486,"Zantedeschi, Aurora",Italy,ITA,ZAN
121760,"Anshba, Amina",Neutral,No value,ANS
45902,"Sasnovich, Aliaksandra",Neutral,No value,SAS
210558,"Jorge, Francisca",Portugal,PRT,JOR
45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT
51943,"Strakhova, Valeriya",Ukraine,UKR,STR
335171,"Uchijima, Moyuka",Japan,JPN,UCH
53288,"Silva, Eden",Great Britain,GBR,SIL
161270,"Salden, Lara",Belgium,BEL,SAL
360038,"Stearns, Peyton",USA,USA,STE
453301,"Jorge, Matilde",Portugal,PRT,JOR
378340,"Corley, Carmen",USA,USA,COR
67430,"Cascino, Estelle",France,FRA,CAS
418583,"Haverlag, Isabelle",Netherlands,NLD,HAV
318195,"Parry, Diane",France,FRA,PAR
19847,"Rus, Arantxa",Netherlands,NLD,RUS
52489,"Schoofs, Bibiane",Netherlands,NLD,SCH
118096,"Papadakis, Lena",Germany,DEU,PAP
72450,"Hibino, Nao",Japan,JPN,HIB
50915,"Plipuech, Peangtarn",Thailand,THA,PLI
235260,"Chwalinska, Maja",Poland,POL,CHW
215598,"Vedder, Eva",Netherlands,NLD,VED
143140,"Aney, Jessie",USA,USA,ANE
628178,"Brooks, Madeleine",Great Britain,GBR,BRO
303814,"Tikhonova, Anastasia",Neutral,No value,TIK
373354,"Cocciaretto, Elisabetta",Italy,ITA,COC
867519,"Tsao, Chia Yi",Chinese Taipei,TPE,TSA
473609,"Kubka, Martyna",Poland,POL,KUB
256447,"Monnet, Carole",France,FRA,MON
771430,"Naef, Celine",Switzerland,CHE,NAE
369524,"Erjavec, Veronika",Slovenia,SVN,ERJ
87090,"Chong, Eudice","Hong Kong, China",HKG,CHO
98607,"Chang, Sophie",USA,USA,CHA
147506,"Fourlis, Jaimee",Australia,AUS,FOU
64085,"Pigossi, Laura",Brazil,BRA,PIG
297588,"Romero Gormaz, Leyre",Spain,ESP,ROM
226306,"Corley, Ivana",USA,USA,COR
448121,"Rogers, Anna",USA,USA,ROG
133662,"Badosa, Paula",Spain,ESP,BAD
61526,"Thombare, Prarthana",India,IND,THO
345070,"Arseneault, Ariana",Canada,CAN,ARS
319455,"Baptiste, Hailey",USA,USA,BAP
108621,"Kempen, Magali",Belgium,BEL,KEM
91916,"Grey, Sarah Beth",Great Britain,GBR,GRE
46428,"Maleckova, Jesika",Czechia,CZE,MAL
799304,"Pridankina, Elena",Neutral,No value,PRI
152804,"Vondrousova, Marketa",Czechia,CZE,VON
227390,"Brancaccio, Nuria",Italy,ITA,BRA
208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA
189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL
71284,"Bains, Naiktha",Great Britain,GBR,BAI
46528,"Perrin, Conny",Switzerland,CHE,PER
92877,"Fossa Huergo, Nicole",Italy,ITA,FOS
111189,"Zarazua, Renata",Mexico,MEX,ZAR
235252,"Kozyreva, Maria",Neutral,No value,KOZ
170880,"Kononova, Maria",Neutral,No value,KON
143146,"Smith, Alana",USA,USA,SMI
260987,"Osuigwe, Whitney",USA,USA,OSU
190882,"Aiava, Destanee",Australia,AUS,AIA
82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA
137932,"Mikulskyte, Justina",Lithuania,LTU,MIK
325837,"Sakellaridi, Sapfo",Greece,GRC,SAK
102637,"McAdoo, Rasheeda",USA,USA,MCA
99429,"Hule, Petra",Australia,AUS,HUL
65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG
568715,"Semenistaja, Darja",Latvia,LVA,SEM
215806,"Hewitt, Dalayna",USA,USA,HEW
88494,"Christie, Freya",Great Britain,GBR,CHR
119216,"Herrero Linana, Alicia",Spain,ESP,HER
67757,"Pera, Bernarda",USA,USA,PER
120666,"Stojanovic, Nina",Serbia,SRB,STO
195408,"Shimizu, Ayano",Japan,JPN,SHI
569013,"Fernandez, Bianca Jolie",Canada,CAN,FER
41359,"Yashina, Ekaterina",Neutral,No value,YAS
87834,"Hon, Priscilla",Australia,AUS,HON
245673,"Feng, Shuo",China,CHN,FEN
805538,"Cross, Kayla",Canada,CAN,CRO
26120,"Marino, Rebecca",Canada,CAN,MAR
250285,"Falkowska, Weronika",Poland,POL,FAL
310984,"Sato, Naho",Japan,JPN,SAT
110299,"Zidansek, Tamara",Slovenia,SVN,ZID
608348,"Kupres, Mia",Canada,CAN,KUP
206995,"Rosca, Christina",USA,USA,ROS
119410,"Krywoj, Melany Solange",Argentina,ARG,KRY
52533,"Jakupovic, Dalila",Slovenia,SVN,JAK
448081,"Noha Akugue, Noma",Germany,DEU,NOH
160190,"Hartono, Arianne",Netherlands,NLD,HAR
45139,"Papamichail, Despina",Greece,GRC,PAP
49118,"Harrison, Catherine",USA,USA,HAR
119874,"Ibbou, Ines",Algeria,DZA,IBB
52183,"Bara, Irina Maria",Romania,ROU,BARA
662615,"Salkova, Dominika",Czechia,CZE,SAL
97031,"Christofi, Eleni",Greece,GRC,CHR
789688,"Ngounoue, Clervie",USA,USA,NGO
64315,"Kuwata, Hiroko",Japan,JPN,KUW
73500,"Loeb, Jamie",USA,USA,LOE
183957,"Kobori, Momoko",Japan,JPN,KOB
244216,"Giavara, Haley",USA,USA,GIA
378144,"Karatancheva, Lia",Bulgaria,BGR,KAR
93657,"Karamoko, Naima",Switzerland,CHE,KAR
156040,"Cho, I-Hsuan",Chinese Taipei,TPE,CHO
210670,"Cho, Yi Tsen",Chinese Taipei,TPE,CHO
105099,"Birrell, Kimberly",Australia,AUS,BIR
676251,"Wuerth, Tara",Croatia,HRV,WUR
59762,"Barnett, Alicia",Great Britain,GBR,BAR
242630,"Osorio, Camila",Colombia,COL,OSO
80427,"Osborne, Alexandra",Australia,AUS,OSB
70728,"Bhosale, Rutuja",India,IND,BHO
137990,"Failla, Jessica",USA,USA,FAI
72758,"Cristian, Jaqueline Adina",Romania,ROU,CRI
414533,"Abbagnato, Anastasia",Italy,ITA,ABB
416473,"Reyngold, Ekaterina",Neutral,No value,REY
192108,"Yastremska, Dayana",Ukraine,UKR,YAS
99405,"Inglis, Maddison",Australia,AUS,ING
203893,"Kucmova, Aneta",Czechia,CZE,KUC
762762,"Seidel, Ella",Germany,DEU,SEI
46625,"Raina, Ankita",India,IND,RAI
505998,"Zamarripa, Maribella",USA,USA,ZAM
904005,"Ibragimova, Alevtina",Neutral,No value,IBR
499098,"Ito, Aoi",Japan,JPN,ITO
148276,"Zheng, Wushuang",China,CHN,ZHE
45584,"Zhu, Lin",China,CHN,ZHU
675189,"Preston, Taylah",Australia,AUS,PRE
23688,"Moore, Tara",Great Britain,GBR,MOO
385206,"Radisic, Nika",Slovenia,SVN,RAD
43527,"Kumkhum, Luksika",Thailand,THA,KUM
776340,"Joint, Maya",Australia,AUS,JOI
79443,"Cabrera, Lizette",Australia,AUS,CAB
141892,"Carle, Maria",Argentina,ARG,CAR
763112,"Struplova, Julie",Czechia,CZE,STR
55401,"Jabeur, Ons",Tunisia,TUN,JAB
283489,"Imamura, Saki",Japan,JPN,IMA
282597,"Park, Sohyun",Republic of Korea,KOR,PAR
192572,"Portillo Ramirez, Maria Jose",Mexico,MEX,POR
181062,"Kung, Leonie",Switzerland,CHE,KUN
222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ
136372,"Parnaby, Alana",Australia,AUS,PAR
59213,"Perez Garcia, Maria Paulina",Colombia,COL,PER
868599,"McDonald, Ella",Great Britain,GBR,MCD
353358,"Tran, Lian",Netherlands,NLD,TRA
731441,"Vargova, Nina",Slovakia,SVK,VAR
448613,"Falkner, Ziva",Slovenia,SVN,FAL
60028,"Zeballos Melgar, Noelia",Bolivia,BOL,ZEM
801396,"Gureva, Anastasiia",Neutral,No value,GUR
50655,"Friedsam, Anna-Lena",Germany,DEU,FRI
47985,"Marcinkevica, Diana",Latvia,LVA,MAR
341216,"Charaeva, Alina",Neutral,No value,CHA
194690,"Mateas, Maria",USA,USA,MAT
172590,"Burrage, Jodie Anna",Great Britain,GBR,BUR
233478,"Bayerlova, Michaela",Czechia,CZE,BAY
23082,"Rodionova, Arina",Australia,AUS,ROD
152106,"Zaar, Lisa",Sweden,SWE,ZAA
265553,"Naito, Yuki",Japan,JPN,NAI
807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK
70822,"Morisaki, Kanako",Japan,JPN,MOR
343066,"Hosogi, Sakura",Japan,JPN,HOS
366114,"Avanesyan, Elina",Armenia,ARM,AVA
87078,"Hourigan, Paige Mary",New Zealand,NZL,HOU
627278,"Eala, Alexandra",Philippines,PHL,EAL
409673,"Zelnickova, Radka",Slovakia,SVK,ZEL
110055,"Bronzetti, Lucia",Italy,ITA,BRO
132412,"Fita Boluda, Angela",Spain,ESP,FIT
496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM
202363,"Sun, Lulu",New Zealand,NZL,SUN
567285,"Hietaranta, Laura",Finland,FIN,HIE
86894,"Shinde, Vasanti",India,IND,SHI
355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS
845268,"Korneeva, Alina",Neutral,No value,KOR
194572,"Dartron, Emeline",France,FRA,DAR
45915,"Yang, Zhaoxuan",China,CHN,YAN
62924,"Boulter, Katie",Great Britain,GBR,BOU
46650,"Kolb, Nadia",Ukraine,UKR,KOL
67194,"Kolb, Maryna",Ukraine,UKR,KOL
233266,"Ovcharenko, Ekaterina",Neutral,No value,OVC
292540,"Matsuda, Misaki",Japan,JPN,MAT
75825,"Bektas, Emina",USA,USA,BEK
104929,"Tona, Miriana",Italy,ITA,TON
69988,"Korpatsch, Tamara",Germany,DEU,KOR
755469,"Todoni, Anca Alexia",Romania,ROU,TOD
673491,"Szabo, Briana",Romania,ROU,SZA
343294,"Kubanova, Karolina",Czechia,CZE,KUB
290994,"Wong, Hong Yi Cody","Hong Kong, China",HKG,WON
122668,"Daniel, Jaeda",USA,USA,DAN
812502,"Xu, Mingge",Great Britain,GBR,MIN
51315,"Anderson, Robin",USA,USA,AND
198498,"Hutchinson, Holly",Great Britain,GBR,HUT
115507,"Bolsova, Aliona",Spain,ESP,BOL
142942,"Bozovic, Alexandra",Australia,AUS,BOZ
870981,"Li, Yu-Yun",Chinese Taipei,TPE,YU-
278943,"Lansere, Sofya",Neutral,No value,LAN
517274,"Rajecki, Amelia",Great Britain,GBR,RAJ
202795,"Vismane, Daniela",Latvia,LVA,VIS
63220,"Ponchet, Jessika",France,FRA,PON
395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND,BHA
242602,"McNally, Catherine",USA,USA,MCC
41737,"Jang, Su Jeong",Republic of Korea,KOR,JAN
48486,"Gorgodze, Ekaterine",Georgia,GEO,GOR
337813,"Riera, Julia",Argentina,ARG,RIE
315663,"Barry, Monique",New Zealand,NZL,BAR
510530,"Abe, Hiromi",Japan,JPN,ABE
447703,"Sato, Hikaru",Japan,JPN,SAT
54397,"Tig, Patricia Maria",Romania,ROU,TIG
165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY
45900,"Marozava, Lidziya",Neutral,No value,MAR
226092,"Shimizu, Eri",Japan,JPN,SHI
225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA
145930,"Hayashi, Erina",Japan,JPN,HAY
319349,"Rouvroy, Margaux",France,FRA,ROU
106341,"Knutson, Gabriela",Czechia,CZE,KNU
46273,"Dinu, Cristina",Romania,ROU,DIN
51477,"Mitu, Andreea",Romania,ROU,MIT
120664,"Pedretti, Thaisa Grana",Brazil,BRA,PED
445209,"Xiao, Zhenghua",China,CHN,XIA
129534,"Hruncakova, Viktoria",Slovakia,SVK,HRU
154806,"Laskutova, Ksenia",Russia,RUS,LAS
285629,"Hindova, Denisa",Czechia,CZE,HIN
138654,"Duerst, Jenny",Switzerland,CHE,DUE
153860,"Trevisan, Martina",Italy,ITA,TRE
70970,"Bhatia, Riya",India,IND,BHA
209716,"Mansouri, Yasmine",France,FRA,MAN
37638,"Sema, Erika",Japan,JPN,SEM
61922,"Drazic, Mariana",Croatia,HRV,DRA
63238,"Morderger, Yana",Germany,DEU,MOR
49963,"Omae, Akiko",Japan,JPN,OMA
337811,"Ortenzi, Jazmin",Argentina,ARG,ORT
217036,"Malygina, Elena",Estonia,EST,MAL
223862,"Laboutkova, Aneta",Czechia,CZE,LAB
213140,"Lene, Emma",France,FRA,LEN
282057,"Guo, Meiqi",China,CHN,GUO
345134,"Lee, Ya-Hsin",Chinese Taipei,TPE,LEE
137962,"Day, Kayla",USA,USA,DAY
132988,"MA, Yexin",China,CHN,YEX
936009,"van Emst, Sarah",Netherlands,NLD,VAN
25822,"Shapatava, Sofia",Georgia,GEO,SHA
153744,"Pereira, Rebeca",Brazil,BRA,PER
513582,"Chaudhari, Vaidehi",India,IND,CHA
731427,"Micic, Elena",Australia,AUS,MIC
467037,"Kudermetova, Polina",Neutral,No value,KUD
896765,"Ishii, Sayaka",Japan,JPN,ISH
280989,"Kawamura, Mana",Japan,JPN,KAW
289093,"Belgraver, Julie",France,FRA,BEL
213144,"Lemaitre, Tiphanie",France,FRA,LEM
849533,"Lin, Fang An",Chinese Taipei,TPE,LIN
406199,"Jacquemot, Elsa",France,FRA,JAC
190870,"Collins, Ali",Great Britain,GBR,COL
105063,"Gavrila, Oana",Romania,ROU,GAV
1020177,"Huang, Yujia",China,CHN,HUA
47876,"Shinikova, Isabella",Bulgaria,BGR,SHI
254553,"Nagy, Adrienn",Hungary,HUN,NAG
210716,"Lamens, Suzan",Netherlands,NLD,LAM
534045,"Gibson, Talia",Australia,AUS,GIB
329009,"Ryser, Valentina",Switzerland,CHE,RYS
588449,"Laskevich, Evialina",Neutral,No value,LAS
341112,"Zakharova, Anastasia",Neutral,No value,ZAK
403329,"Toth, Amarissa Kiara",Hungary,HUN,TOT
234398,"Nahimana, Sada",Burundi,BDI,NAH
813490,"Hobgarski, Katharina",Germany,DEU,HOB
586739,"Ambrosio, Silvia",Italy,ITA,AMB
906635,"Shubladze, Alexandra",Neutral,No value,SHU
565020,"Maklakova, Ekaterina",Neutral,No value,MAK
810694,"Okuwaki, Rinon",Japan,JPN,OKU
624838,"Shi, Han",China,CHN,SHI
745799,"Urgesi, Federica",Italy,ITA,URG
496378,"Yamazaki, Ikumi",Japan,JPN,YAM
54983,"Morderger, Tayisiya",Germany,DEU,MOR
99775,"Saigo, Yukina",Japan,JPN,SAI
280635,"Schmidt, Antonia",Germany,DEU,SCH
59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN
182056,"Robbe, Alice",France,FRA,ROB
499484,"Montgomery, Robin",USA,USA,MON
119496,"McPhee, Kaylah",Australia,AUS,MCP
42864,"Lizarazo, Yuliana",Colombia,COL,LIZ
843378,"Perez Alarcon, Lucciana",Peru,PER,PER
750329,"Candiotto, Ana",Brazil,BRA,CAN
42459,"Rogers, Shelby",USA,USA,ROG
110803,"Minnen, Greet",Belgium,BEL,MIN
164852,"Okalova, Martina",Slovakia,SVK,OKA
750327,"Iatcenko, Polina",Neutral,No value,IAT
158636,"Prisacariu, Andreea",Romania,ROU,PRI
245295,"Waltert, Simona",Switzerland,CHE,WAL
283483,"Kozaki, Funa",Japan,JPN,KOZ
41355,"Bogdan, Ana",Romania,ROU,BOG
60276,"Podoroska, Nadia",Argentina,ARG,POD
20158,"Webley-Smith, Emily",Great Britain,GBR,WEB
152762,"Kuczer, Daria",Poland,POL,KUC
960043,"Zolotareva, Rada",Neutral,No value,ZOL
435794,"Zolotareva, Anastasia",Neutral,No value,ZOL
206957,"Nagata, Anri",Japan,JPN,NAG
348196,"Amariei, Ilinca Dalina",Romania,ROU,AMA
812476,"Zaytseva, Ksenia",Neutral,No value,ZAY
728549,"Valentova, Tereza",Czechia,CZE,VAL
741607,"Simunyu, Celine",Ireland,IRL,SIM
66516,"Ayukawa, Mana",Japan,JPN,AYU
48455,"Golubic, Viktorija",Switzerland,CHE,GOL
330689,"Kovapitukted, Punnin",Thailand,THA,KOV
202623,"Zavatska, Katarina",Ukraine,UKR,ZAV
1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW
299258,"Bartone, Kamilla",Latvia,LVA,BAR
196664,"Shalimova, Ekaterina",Neutral,No value,SHA
72634,"Ozeki, Michika",Japan,JPN,OZE
341238,"Boehner, Laura",Germany,DEU,BOE
18588,"Safarova, Lucie",Czechia,CZE,SAF
720625,"Radivojevic, Lola",Serbia,SRB,RAD
264117,"Bolton, Elysia",Australia,AUS,BOL
47948,"Rosolska, Alicja",Poland,POL,ROS
43196,"Dzalamidze, Natela",Georgia,GEO,DZA
40994,"Saville, Daria",Australia,AUS,SAV
41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM
78785,"Rodriguez, Victoria",Mexico,MEX,ROD
782216,"Drugdova, Salma",Slovakia,SVK,DRU
19876,"Wickmayer, Yanina",Belgium,BEL,WIC
261583,"Li, Ann",USA,USA,ANN
80723,"Herazo Gonzalez, Maria Fernanda",Colombia,COL,HER
153748,"Jones, Makenna",USA,USA,JON
98523,"Ye, Qiu Yu",China,CHN,QIU
389048,"Weckerle, Marie",Luxembourg,LUX,WEC
171354,"Romero, Camila",Ecuador,ECU,ROM
201105,"Yuan, Chengyiyi",China,CHN,YUA
52388,"Hesse, Amandine",France,FRA,HES
64606,"Cabaj Awad, Jacqueline",Sweden,SWE,CAB
655811,"Avdeeva, Julia",Neutral,No value,AVD
827440,"Fedorova, Aglaya",Neutral,No value,FED
436690,"Tkacheva, Mariia",Neutral,No value,TKA
282219,"Sakatsume, Himeno",Japan,JPN,SAK
677411,"Barrera Aguirre, Isabella",USA,USA,BAR
134532,"You, Xiaodi",China,CHN,YOU
873729,"Bojica, Stefania",Romania,ROU,BOJ
34486,"Tomljanovic, Ajla",Australia,AUS,TOM
315623,"Wang, Jiaqi",China,CHN,WAN
49358,"Pattinama Kerkhove, Lesley",Netherlands,NLD,PAK
98105,"Matoula, Martha",Greece,GRC,MAT
58423,"Stevanovic, Natalija",Serbia,SRB,STE
78431,"Lodikova, Daria",Neutral,No value,LOD
119664,"Smith, Alicia",Australia,AUS,SMI
842594,"Li, Zongyu",China,CHN,ZON
569009,"Ccuno, Romina",Peru,PER,CCU
221510,"Chiesa, Enola",Italy,ITA,CHI
766176,"Di Girolami, Tilwith",Belgium,BEL,DI
58053,"Sharma, Astra",Australia,AUS,SHA
185412,"Labrana, Fernanda",Chile,CHL,LAB
840734,"Walker, Brandy",USA,USA,WAL
310982,"Naklo, Thasaporn",Thailand,THA,NAK
133080,"Hinojosa Gomez, Jessica",Mexico,MEX,HIN
153736,"Glushko, Lina",Israel,ISR,GLU
511932,"Kovaleva, Anastasia",Neutral,No value,KOV
535801,"Schunk, Nastasja",Germany,DEU,SCH
103375,"Serban, Raluca Georgiana",Cyprus,CYP,SER
831262,"Yamalapalli, Sahaja",India,IND,YAM
371556,"Jeong, Boyoung",Republic of Korea,KOR,JEO
517296,"Falei, Aliona",Neutral,No value,FAL
262023,"Wang, Meiling",China,CHN,WAN
54171,"Benoit, Marie",Belgium,BEL,BEN
246945,"Da Silva Fick, Gabriella",Australia,AUS,DA
171026,"Tsygourova, Katerina",Switzerland,CHE,TSY
1027517,"Ebeling Koning, Loes",Netherlands,NLD,EBE
838900,"Bowers, Ashton",USA,USA,BOW
341196,"Back, Dayeon",Republic of Korea,KOR,BAC
19704,"Martic, Petra",Croatia,HRV,MAR
71730,"Kulikov, Angela",USA,USA,KUL
380368,"Sebestova, Ivana",Czechia,CZE,SEB
124804,"Masarova, Rebeka",Switzerland,CHE,MAS
88290,"Bejenaru, Karola Patricia",Romania,ROU,BEJ
522848,"Rocchetti, Sofia",Italy,ITA,ROC
230108,"McGiffin, Tenika",Australia,AUS,MCG
522258,"Ricci, Beatrice",Italy,ITA,RIC
880229,"Cayetano, Eryn",USA,USA,CAY
583869,"Pavlou, Dimitra",Greece,GRC,PAV
130624,"Gasanova, Anastasia",Neutral,No value,GAS
111149,"Samir, Sandra",Egypt,EGY,SAM
595220,"Stakusic, Marina",Canada,CAN,STA
158690,"Vasilescu, Arina Gabriela",Romania,ROU,VAS
476218,"Kawaguchi, Natsumi",Japan,JPN,KAW
779706,"Hovde, Liv",USA,USA,HOV
739667,"Pedone, Giorgia",Italy,ITA,PED
342788,"Curmi, Francesca",Malta,MLT,CUR
291008,"Aikawa, Mayuka",Japan,JPN,AIK
265743,"Burdina, Evgeniya",Neutral,No value,BUR
46661,"Gamiz, Andrea",Venezuela,VEN,GAM
380396,"Kalieva, Elvina",USA,USA,KAL
915371,"van Den Broek, Isis Louise",Netherlands,NLD,VAN
329535,"Tauson, Clara",Denmark,DNK,TAU
784280,"Prozorova, Tatiana",Neutral,No value,PRO
751899,"Brace, Cadence",Canada,CAN,BRA
96981,"Xun, Fang Ying",China,CHN,XUN
46651,"Melnikova, Marina",Neutral,No value,MEL
675193,"Costoulas, Sofia",Belgium,BEL,COS
827398,"Stankovic, Anja",Serbia,SRB,STA
343160,"Volynets, Katie",USA,USA,VOL
686597,"Pavlova, Kira",Neutral,No value,PAV
833330,"Grechkina, Anastasia",Neutral,No value,GRE
447759,"Katsumi, Nanari",Japan,JPN,KAT
39425,"Savinykh, Valeria",Neutral,No value,SAV
69964,"Estable, Julieta",Argentina,ARG,EST
18350,"Voracova, Renata",Czechia,CZE,VOR
